0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	-2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
-1	-1	-5	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	
-7	-7	-11	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	
-17	-17	-21	20	20	20	0	0	0	0	0	0	0	0	0	0	0	0	
-31	-31	-34	33	33	33	0	0	0	0	0	0	0	0	0	0	0	0	
-48	-48	-51	51	51	50	0	0	0	0	0	0	0	0	0	0	0	0	
-69	-68	-72	71	71	71	0	0	0	0	0	0	0	0	0	0	0	0	
-93	-93	-97	96	96	95	0	0	0	0	0	0	0	0	0	0	0	0	
-121	-121	-125	124	124	123	0	0	0	0	0	0	0	0	0	0	0	0	
-153	-152	-156	155	155	155	0	0	0	0	0	0	0	0	0	0	0	0	
-184	-184	-187	186	186	186	0	0	0	0	0	0	0	0	0	0	0	0	
-211	-211	-214	213	213	213	0	0	0	0	0	0	0	0	0	0	0	0	
-235	-235	-237	236	236	236	0	0	0	0	0	0	0	0	0	0	0	0	
-255	-255	-257	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	
-271	-272	-273	272	272	272	0	0	0	0	0	0	0	0	0	0	0	0	
-284	-284	-285	284	284	284	0	0	0	0	0	0	0	0	0	0	0	0	
-293	-293	-294	293	293	293	0	0	0	0	0	0	0	0	0	0	0	0	
-299	-299	-299	298	298	298	0	0	0	0	0	0	0	0	0	0	0	0	
